id,cuisine,ingredients,mint,large eggs,heavy cream,berries,ground cinnamon,ground nutmeg,whole milk,salt,grated lemon peel,melted butter,granulated sugar,baking powder,all-purpose flour,figs,graham cracker crumbs,sprinkles,confectioners sugar
34419,cajun_creole,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10276,mexican,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33465,thai,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39250,italian,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37963,cajun_creole,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051,italian,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11300,filipino,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17610,southern_us,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37405,southern_us,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28302,italian,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31634,brazilian,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32304,mexican,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36341,indian,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29369,mexican,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27564,chinese,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18515,french,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3335,southern_us,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4499,southern_us,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4906,southern_us,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5767,japanese,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30748,southern_us,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35930,italian,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44902,southern_us,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31119,italian,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3535,jamaican,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47028,japanese,9,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
38112,indian,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,italian,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,irish,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38233,thai,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39267,thai,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11913,indian,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20591,jamaican,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,italian,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43928,thai,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8530,korean,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,french,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43769,french,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49111,southern_us,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11886,spanish,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45839,indian,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
699,moroccan,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24568,italian,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8820,italian,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16582,moroccan,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9058,moroccan,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4715,vietnamese,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29061,japanese,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,mexican,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22825,cajun_creole,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13758,southern_us,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6886,french,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14874,indian,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43399,indian,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38254,italian,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41596,italian,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33989,indian,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17004,korean,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,spanish,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31831,italian,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46648,southern_us,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36888,southern_us,6,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
34471,greek,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25164,mexican,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
39600,mexican,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46357,southern_us,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46905,indian,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8753,italian,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37337,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17636,italian,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997,japanese,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28851,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,greek,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7782,korean,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8031,indian,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49434,mexican,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31318,southern_us,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31027,irish,17,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
47095,korean,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4574,chinese,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19757,mexican,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35570,southern_us,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44812,chinese,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27858,moroccan,17,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
18624,irish,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9406,chinese,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35132,irish,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33071,mexican,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8321,italian,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20955,italian,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45776,italian,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,jamaican,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
336,mexican,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25751,japanese,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
793,spanish,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34367,chinese,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7406,mexican,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7473,british,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7532,indian,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5924,thai,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5802,southern_us,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41078,mexican,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20665,spanish,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39471,french,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9595,italian,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27869,indian,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44776,british,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17771,spanish,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43970,italian,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27165,korean,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11190,indian,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21872,mexican,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29853,mexican,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1154,southern_us,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9069,french,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46975,cajun_creole,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4892,indian,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21467,chinese,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20919,italian,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42013,italian,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17821,italian,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44138,southern_us,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5980,greek,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41961,japanese,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27008,cajun_creole,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31867,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34248,korean,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13792,mexican,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38502,indian,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7023,italian,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7783,mexican,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,korean,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45193,chinese,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7501,french,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34930,chinese,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42967,spanish,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14080,chinese,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45352,spanish,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46205,japanese,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
47427,mexican,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40064,french,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9010,japanese,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18611,mexican,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124,italian,14,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
45605,filipino,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16334,southern_us,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32035,italian,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16810,italian,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,chinese,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43374,mexican,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9112,indian,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14970,korean,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41396,mexican,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4748,mexican,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41833,japanese,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18031,greek,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29734,mexican,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26415,southern_us,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29801,chinese,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24351,british,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8480,japanese,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27023,italian,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
10425,mexican,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37188,irish,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24338,greek,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3457,cajun_creole,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,japanese,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40738,italian,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42380,southern_us,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16857,southern_us,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,southern_us,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7528,italian,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15990,indian,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27615,chinese,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26061,japanese,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23053,mexican,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5090,mexican,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36862,french,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
873,mexican,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23726,mexican,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48576,irish,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25118,chinese,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17586,mexican,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22678,greek,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,korean,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6745,mexican,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31009,spanish,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20983,italian,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19572,southern_us,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
15273,italian,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14198,mexican,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18643,french,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17816,mexican,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46893,french,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1110,filipino,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21375,mexican,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42833,mexican,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5328,italian,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17188,mexican,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19622,southern_us,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26498,italian,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27140,japanese,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32353,italian,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37070,mexican,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,mexican,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15291,southern_us,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8274,southern_us,16,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
23521,italian,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28342,jamaican,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8791,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,korean,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15347,southern_us,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20981,indian,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39391,italian,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23147,indian,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44020,mexican,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,korean,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40403,southern_us,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
33603,vietnamese,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19691,korean,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6862,indian,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20123,southern_us,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22712,mexican,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31428,mexican,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9373,italian,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7666,italian,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40617,korean,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26676,thai,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38067,southern_us,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14778,chinese,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
636,french,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35408,greek,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22658,southern_us,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44866,mexican,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18389,indian,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40014,southern_us,12,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
20863,mexican,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35041,japanese,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30649,british,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14351,japanese,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14146,mexican,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48911,filipino,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,mexican,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46135,mexican,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20668,indian,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4009,mexican,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40466,indian,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32480,greek,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8223,italian,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4114,mexican,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,chinese,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41363,cajun_creole,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23437,italian,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9291,mexican,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45423,italian,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31462,italian,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
45412,italian,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33048,chinese,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42879,italian,9,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6164,thai,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37704,southern_us,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29489,italian,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6115,mexican,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9829,filipino,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36254,indian,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23839,filipino,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40283,italian,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11108,italian,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42685,mexican,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23629,mexican,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36565,italian,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42083,indian,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26032,indian,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19811,thai,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30382,vietnamese,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49175,cajun_creole,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41668,mexican,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9206,mexican,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7322,southern_us,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23637,chinese,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43650,italian,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45593,korean,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38706,french,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38433,chinese,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47826,british,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7171,indian,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18231,chinese,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34385,korean,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12340,chinese,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33221,indian,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43228,italian,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
